"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"325.179K Weight"	"341.101K Weight"	"357.803K Weight"	"375.323K Weight"	"393.7K Weight"	"412.978K Weight"	"433.199K Weight"	"454.41K Weight"	"476.661K Weight"	"500K Weight"
29600000	357.803	1096.83	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29650000	393.7	1171.67	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29700000	310	827.204	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29750000	310	901.802	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29800000	393.7	1246.31	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29850000	375.323	1178.01	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29900000	357.803	1091.91	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
29950000	375.323	1165.71	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30000000	325.179	1025.71	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30050000	433.199	1404.05	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30100000	393.7	1211.1	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30150000	357.803	1096.96	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30200000	500	1755.09	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30250000	357.803	1068.32	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30300000	310	901.206	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30350000	325.179	998.282	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30400000	454.41	1431.29	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30450000	341.101	1010.27	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30500000	433.199	1375.74	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30550000	500	1669.33	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30600000	476.661	1534.52	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30650000	393.7	1224.33	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30700000	375.323	1190.41	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30750000	310	887.202	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30800000	310	888.39	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30850000	375.323	1152.75	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30900000	325.179	967.399	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
30950000	375.323	1190.94	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31000000	393.7	1234.7	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31050000	325.179	954.238	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31100000	310	884.065	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31150000	341.101	1047.9	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31200000	341.101	984.448	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31250000	310	941.313	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31300000	325.179	902.652	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31350000	325.179	950.912	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31400000	357.803	1126.63	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31450000	357.803	1049.3	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31500000	412.978	1287.76	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31550000	500	1644.45	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31600000	433.199	1352.39	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31650000	393.7	1233.67	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31700000	341.101	1054.73	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31750000	325.179	944.523	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31800000	412.978	1336.11	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31850000	375.323	1166.87	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31900000	500	1697.48	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
31950000	375.323	1175.61	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32000000	433.199	1438.1	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32050000	375.323	1182.23	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32100000	500	1790.92	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32150000	375.323	1163.37	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32200000	412.978	1310.11	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32250000	412.978	1301.49	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32300000	357.803	1052.97	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32350000	393.7	1253.96	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32400000	310	900.058	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32450000	393.7	1194.59	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32500000	357.803	1128.19	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32550000	310	928.681	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32600000	357.803	1045.51	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32650000	341.101	1036.8	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32700000	393.7	1170.68	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32750000	310	907.491	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32800000	454.41	1506.69	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32850000	310	921.965	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32900000	476.661	1586.31	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
32950000	412.978	1270.54	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33000000	357.803	1107.01	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33050000	393.7	1173	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33100000	476.661	1572.79	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33150000	433.199	1400.26	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33200000	476.661	1593.4	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33250000	476.661	1606.14	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33300000	375.323	1206.07	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33350000	375.323	1216.58	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33400000	476.661	1667.52	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33450000	310	894.54	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33500000	310	907.767	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33550000	500	1731.86	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33600000	500	1668.74	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33650000	375.323	1165.16	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33700000	325.179	979.595	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33750000	393.7	1207.19	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33800000	341.101	1045.01	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33850000	341.101	1024.68	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33900000	310	837.459	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
33950000	325.179	962.434	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34000000	341.101	1036.38	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34050000	393.7	1248.64	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34100000	310	909.401	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34150000	341.101	1085.17	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34200000	325.179	949.795	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34250000	310	890.072	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34300000	310	915.865	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34350000	325.179	969.256	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34400000	341.101	1070.07	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34450000	325.179	923.297	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34500000	393.7	1172.16	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34550000	500	1773.44	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34600000	393.7	1247.57	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34650000	393.7	1311.26	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34700000	357.803	1086.3	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34750000	433.199	1360.47	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34800000	412.978	1282.88	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34850000	476.661	1621.24	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34900000	500	1678.29	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
34950000	500	1775.42	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35000000	454.41	1531.53	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35050000	476.661	1578.41	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35100000	393.7	1278.64	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35150000	357.803	1119.75	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35200000	393.7	1248.6	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35250000	454.41	1527.18	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35300000	375.323	1132.72	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35350000	433.199	1416.83	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35400000	433.199	1410.52	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35450000	433.199	1414.6	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35500000	500	1764.17	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35550000	433.199	1472.63	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35600000	454.41	1475.64	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35650000	476.661	1577.02	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35700000	500	1640.22	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35750000	393.7	1222.18	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35800000	433.199	1433.55	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35850000	433.199	1401.83	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35900000	476.661	1535.72	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
35950000	310	882.847	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36000000	454.41	1540.41	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36050000	454.41	1564.73	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36100000	454.41	1483.52	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36150000	412.978	1359.74	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36200000	500	1724.74	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36250000	325.179	966.07	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36300000	310	884.624	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36350000	476.661	1631.58	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36400000	325.179	972.744	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36450000	341.101	986.683	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36500000	393.7	1175.58	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36550000	433.199	1385.49	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36600000	341.101	1047.35	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36650000	393.7	1238.8	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36700000	476.661	1571.15	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36750000	375.323	1175.9	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36800000	412.978	1309.48	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36850000	500	1629.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36900000	476.661	1560.45	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
36950000	310	929.449	1	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37000000	357.803	1077.55	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37050000	454.41	1577.77	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37100000	357.803	1143.9	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37150000	433.199	1432.08	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37200000	433.199	1342.76	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37250000	500	1715.57	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37300000	500	1748.38	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37350000	500	1689.84	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37400000	500	1698.67	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37450000	412.978	1344.14	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37500000	476.661	1575.48	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37550000	375.323	1190.11	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37600000	476.661	1466.26	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37650000	412.978	1350.71	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37700000	325.179	937.141	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37750000	500	1698.33	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37800000	454.41	1509.34	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37850000	341.101	1087.64	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37900000	454.41	1505.66	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
37950000	341.101	1029.28	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38000000	412.978	1270.72	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38050000	393.7	1235.23	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38100000	433.199	1401.42	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38150000	500	1846.75	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38200000	500	1730.88	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38250000	500	1743.92	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38300000	393.7	1171.64	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38350000	500	1803.64	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38400000	325.179	935.234	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
38450000	357.803	1047.4	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
